SID,surprise
1003,1.413716092
1003,1.498124493
1003,1.20263218
1003,1.244625934
1003,1.445329246
1003,1.4064153
1003,1.375420208
1003,1.499640692
1003,1.212280513
1003,1.260257026
1003,1.321107439
1003,1.308458176
1003,1.376258278
1003,1.411227862
1003,1.363544953
1003,1.346726128
1003,1.441613233
1003,1.203876328
1003,1.271778369
1003,1.281155609
1003,1.258063948
1003,1.349770518
1003,1.424060398
1003,1.359417816
1003,1.372863288
1003,1.359031199
1003,1.345125798
1003,1.329089755
1003,1.164933412
1003,1.329059827
1003,1.130807171
1003,1.284445998
1003,1.131382949
1003,1.393344459
1003,1.334630204
1003,1.03578955
1003,1.183707469
1003,1.14165133
1003,1.460753246
1003,1.367227365
1003,1.378021341
1003,1.453352379
1003,1.457242877
1003,1.338284502
1003,1.3291663
1003,1.325129917
1003,1.321546245
1003,1.171342024
1003,1.272842598
1003,1.249251213
1003,1.388861047
1003,1.362439599
1003,1.373610846
1003,1.407071529
1003,1.414161173
1003,1.342493571
1003,1.316461803
1003,1.328376001
1003,1.332991128
1003,1.230708138
1003,1.287008464
1003,1.283051156
1003,1.363653058
1003,1.343568016
1003,1.100948125
1003,1.097574658
1003,1.157681081
1003,1.139675989
1003,1.408665741
1003,1.411673881
1003,1.353700938
1003,1.35305592
1003,1.332407963
1003,1.156634694
1003,1.176261026
1003,1.249785422
1003,1.192161362
1003,1.372808372
1003,1.382196439
1003,1.469484433
1003,1.456652586
1003,1.441602839
1003,1.344954604
1003,1.35397187
1003,1.328230971
1003,1.233911251
1003,1.414230595
1003,1.416451658
1003,1.124516252
1003,1.13001904
1003,1.186144351
1003,1.293515733
1003,1.361077219
1003,1.318894341
1003,1.019171067
1003,1.110549453
1003,1.161859512
1003,1.43416522
1003,1.387261433
1003,1.271768664
1003,1.459361789
1003,1.059958762
1003,1.378432738
1003,1.157515603
1003,1.37216454
1003,1.407589596
1003,1.156635429
1003,1.000379286
1003,1.155134353
1003,1.164264959
1003,1.306384578
1003,1.52407727
1003,1.505653354
1003,1.074572768
1003,1.119259339
1003,1.294245941
1003,1.427142877
1003,1.009840451
1003,1.221987923
1003,1.172684288
1003,1.549502504
1003,1.39730128
1003,1.404852479
1003,1.164259014
1003,1.383244095
1003,1.31326235
1003,1.367970099
1003,1.451389041
1003,1.327846807
1003,1.116357717
1003,1.368417699
1003,1.159901125
1003,1.2338488
1003,1.295799831
1003,1.33362333
1003,1.360019439
1003,1.256198582
1003,1.407412979
1003,1.564485439
1003,1.354984512
1003,1.379579539
1003,1.263187448
1003,1.360516885
1003,1.229188309
1003,1.292321618
1003,1.300270756
1003,1.359708138
1003,1.518692601
1003,1.103735884
1003,1.368134685
1003,1.094825451
1003,1.010278704
1003,1.164052461
1003,1.390636411
1003,1.300041272
1003,1.322688401
1003,1.392780245
1003,1.461641962
1003,1.418673152
1003,1.380344235
1003,1.431560919
1003,1.324748539
1003,1.24682101
1003,1.200941699
1003,1.2779731
1003,1.055914824
1003,1.019519494
1003,1.08483577
1003,1.422680538
1003,1.29733355
1003,1.440080017
1003,1.426377294
1003,1.404806353
1003,1.218228036
1003,1.189060395
1003,1.186159836
1003,1.432505671
1003,1.3335245
1003,1.256669994
1003,1.260242058
1003,1.2470661
1003,1.401320119
1003,1.418131483
1003,1.229410605
1003,1.396859581
1003,1.26820072
1003,1.23031548
1003,1.243404229
1003,1.510564908
1003,1.350195177
1003,1.369335317
1003,1.367735676
1003,1.396910472
1003,1.265603747
1003,1.307135373
1003,1.173536666
1003,1.38416675
1003,1.259075023
1003,1.377711073
1003,1.322788389
1003,1.321273517
1003,1.360503553
1003,1.172768398
1003,1.235229041
1003,1.220477206
1003,1.087341384
1003,1.055948665
1003,1.356283889
1003,1.166412356
1003,1.436452197
1003,1.420524156
1003,1.324725258
1003,1.360247417
1003,1.251206318
1003,1.1049009
1003,1.129749313
1003,1.30472113
1003,1.232979857
1003,1.388783402
1003,1.116124909
1003,1.338014385
1003,1.289557254
1003,1.128714326
1003,0.980213756
1003,1.146369464
1003,1.43709931
1003,1.397621975
1003,1.265453882
1003,1.259742354
1003,0.97670601
1003,1.05905197
1003,1.15838853
1003,1.301577902
1003,1.415321619
1003,1.537329117
1003,1.612878625
1003,1.570790482
1003,1.22452687
1003,1.276263613
1003,1.185869074
1003,1.105322791
1003,1.069625461
1003,0.990178825
1003,0.946142996
1003,1.300539264
1003,1.432463338
1003,1.459295094
1003,1.236578516
1003,1.126150309
1003,0.893759489
1003,1.002556007
1003,0.981477879
1003,1.577467881
1003,1.380851238
1003,0.892926187
1003,1.371612043
1003,1.414403443
1003,1.005943947
1003,0.796377158
1003,1.154365331
1003,1.203039237
1003,1.478107725
1003,1.559854096
1003,1.698315794
1003,1.445801946
1003,1.315370807
1003,1.260374237
1003,1.175064127
1003,0.961110625
1003,1.225317267
1003,1.268390467
1003,1.41998638
1003,1.505360024
1003,1.53737043
1003,1.371667361
1003,1.400468714
1003,1.071200632
1003,1.188382924
1003,1.219802567
1003,1.35110366
1003,1.426584922
1003,1.385953794
1003,1.129628634
1003,1.189788654
1003,1.139530811
1003,1.37276311
1003,1.379378913
1003,1.415499834
1003,1.168520196
1003,1.389548547
1003,1.24927828
1003,1.31706069
1003,1.273332953
1003,1.246997837
1003,1.26352413
1003,1.169876637
1003,1.220885311
1003,1.32433425
1003,1.601272108
1003,1.256243837
1003,1.218871685
1003,1.07234241
1003,1.124178725
1003,1.195931979
1003,1.251887521
1003,1.311964932
1003,1.449457394
1003,1.56495391
1003,1.108138888
1003,1.259843161
1003,1.155393649
1003,0.958032141
1003,1.209123734
1003,1.06790884
1003,1.602438958
1003,1.367988488
1003,1.20398662
1003,0.985051115
1003,1.014894864
1003,1.217003519
1003,1.102218265
1003,1.51725838
1003,1.55380539
1003,1.466871042
1003,1.525148656
1003,1.430568775
1003,1.490302491
1003,1.321329977
1003,1.269146359
1003,1.210628704
1003,1.179901185
1003,1.261329807
1003,1.200622496
1003,1.377887707
1003,1.485218066
1003,1.33486755
1003,1.451449066
1003,1.409495527
1003,1.439568709
1003,1.30607027
1003,1.410741722
1003,1.279270915
1003,1.210810514
1003,1.183048885
1003,1.373251399
1003,1.281587289
1003,1.356552641
1003,1.322453336
1003,1.22077069
1003,1.10807409
1003,1.224028313
1003,1.300473878
1003,1.263609333
1003,1.320042351
1003,1.268747683
1003,1.195133106
1003,0.963065272
1003,1.18018037
1003,1.250214091
1003,1.431549422
1003,1.546484459
1003,1.514158311
1003,1.483114581
1003,1.266156025
1003,1.282075808
1003,1.249436085
1003,1.452708247
1003,1.291495627
1003,1.326400488
1003,1.31033045
1003,1.269294699
1003,1.261452333
1003,1.291850106
1003,1.103632045
1003,1.061567429
1003,1.105132277
1003,1.37262824
1003,1.409076277
1003,1.36367002
1003,1.399933665
1003,1.374536293
1003,1.474898616
1003,1.317161557
1003,1.185480447
1003,1.321947359
1003,1.350676734
1003,1.284676454
1003,1.338865053
1003,1.328375448
1003,1.406698235
1003,1.264572453
1003,1.453546351
1003,1.412525727
1003,1.339679231
1003,1.178064715
1003,1.195512015
1003,1.250589539
1003,1.323126147
1003,1.348234941
1003,1.387539993
1003,1.061498095
1003,1.116549423
1003,1.157524441
1003,1.355951792
1003,1.385266717
1003,1.375303957
1003,1.137631361
1003,1.182800704
1003,1.166145606
1003,1.327976014
1003,1.256970598
1003,1.47442454
1003,1.446506935
1003,1.413641035
1003,1.407678863
1003,1.289913446
1003,1.313073151
1003,1.289780386
1003,1.268009428
1003,1.280859631
1003,1.248172128
1003,1.329930475
1003,1.27945044
1003,1.433289576
1003,1.420194575
1003,1.389412627
1003,1.379606505
1003,1.307130703
1003,1.322484851
1003,1.293842003
1003,1.289607918
1003,1.302790964
1003,1.274720811
1003,1.335177284
1003,1.294208976
1003,1.388562534
1003,1.385508707
1003,1.351749781
1003,1.351130276
1003,1.319560992
1003,1.329689605
1003,1.306072325
1003,1.306962936
1003,1.321426396
1003,1.295075693
1003,1.33812901
1003,1.304854123
1003,1.362012494
1003,1.283892324
1003,1.261880617
1003,1.123842637
1003,1.25574559
1003,1.303328511
1003,1.260074716
1003,1.318257521
1003,1.430503238
1003,1.043942647
1003,1.1133366
1003,1.225143309
1003,1.471155074
1003,1.146082848
1003,1.238996215
1003,1.410271229
1003,1.456824918
1003,1.123298726
1003,1.186313866
1003,1.227001875
1003,0.976718737
1003,1.327923203
1003,1.323680311
1003,1.242565723
1003,1.417032457
1003,1.392188791
1003,1.582125723
1003,1.199708054
1003,1.178029907
1003,1.393354074
1003,1.407558319
1003,1.317198533
1003,1.302151315
1003,1.244984013
1003,1.359444892
1003,1.18071983
1003,1.362117874
1003,1.357260732
1003,1.44744273
1003,1.303160478
1003,1.157243782
1003,1.391950736
1003,1.337466825
1003,1.313247352
1003,1.31099791
1003,1.159980032
1003,1.195218882
1003,1.100744868
1003,1.400805478
1003,1.261887921
1003,1.417153271
1003,1.167246947
1003,1.299129312
1003,1.380057641
1003,1.439557423
1003,1.259240745
1003,1.172594848
1003,1.175572473
1003,1.182376801
1003,1.265100692
1003,1.012562978
1003,1.002128276
1003,1.008382366
1003,1.075215921
1003,1.459450443
1003,1.595018399
1003,1.508637436
1003,1.469491258
1003,1.35964829
1003,1.420124775
1003,1.156004157
1003,1.183082598
1003,1.402853968
1003,1.413473107
1003,1.310398502
1003,1.332684768
1003,1.498906643
1003,1.349784213
1003,1.14293663
1003,1.298466329
1003,1.252968205
1003,1.214293479
1003,1.276148906
1003,1.454413145
1003,1.289863988
1003,1.001658024
1003,1.283644265
1003,1.083225647
1003,0.919689696
1003,1.095352058
1003,1.305330562
1003,1.322464776
1003,1.592232575
1003,1.569589238
1003,1.460604246
1003,1.467937148
1003,1.27971812
1003,1.350949104
1003,1.385524228
1003,1.307356976
1003,1.393732379
1003,1.187172566
1003,1.221855242
1003,1.275518601
1003,1.273239897
1003,1.376614081
1003,1.420457134
1003,1.351035775
1003,1.307580252
1003,1.255651674
1003,1.183808714
1003,1.272121158
1003,1.257671309
1003,1.356335716
1003,1.372436933
1003,1.268906859
1003,1.246098136
1003,1.216237182
1003,1.167751276
1003,1.446441301
1003,1.460220139
1003,1.463879728
1003,1.443094917
1003,1.296439587
1003,1.230030817
1003,1.223154485
1003,1.089663409
1003,1.317958178
1003,1.327418448
1003,1.342194331
1003,1.319047172
1003,1.32893849
1003,1.310631105
1003,1.412648998
1003,1.313731824
1003,1.311609443
1003,1.169213122
1003,1.332648716
1003,1.277816285
1003,1.340394191
1003,1.136913226
1003,1.077516488
1003,1.261949592
1003,1.007650048
1003,1.044503309
1003,0.954005409
1003,1.300913249
1003,1.44941884
1003,1.411232524
1003,1.403026561
1003,1.529135598
1003,1.526495304
1003,1.453276428
1003,1.408681423
1003,1.279390571
1003,1.20511654
1003,1.217819503
1003,1.156630374
1003,1.297874109
1003,1.028991349
1003,0.999668726
1003,1.251032078
1003,1.012598387
1003,0.923533899
1003,0.889159473
1003,1.261998448
1003,1.532975023
1003,1.40971599
1003,1.45324712
1003,1.556481653
1003,1.121627856
1003,0.997279948
1003,1.017083651
1003,1.203210354
1003,1.451967061
1003,1.349999153
1003,1.416942831
1003,1.446773572
1003,1.5188708
1003,1.499050701
1003,1.494773011
1003,1.367243545
1003,1.220823446
1003,1.229261096
1003,1.159876333
1003,1.028295269
1003,1.252595706
1003,1.286778888
1003,1.503446107
1003,1.286169789
1003,1.078457435
1003,1.080693802
1003,1.07808426
1003,1.090256345
1003,1.407119117
1003,1.428328946
1003,1.41892454
1003,1.440423439
1003,1.302621847
1003,1.413669883
1003,1.500918861
1003,1.378370098
1003,1.214490815
1003,1.364229121
1003,1.386319739
1003,1.217024655
1003,1.326513367
1003,1.455899997
1003,1.377320524
1003,1.2907929
1003,1.167921529
1003,1.163734952
1003,1.263330338
1003,1.380851875
1003,1.428283247
1003,1.318810158
1003,1.191273179
1003,1.217279037
1003,1.316130502
1003,1.236685928
1003,1.25753615
1003,1.219026725
1003,1.261483661
1003,1.422648565
1003,1.395489301
1003,1.399725319
1003,1.491311595
1003,1.183763919
1003,1.190998788
1003,1.257652573
1003,1.364086795
1003,1.298354158
1003,1.338663268
1003,1.344111582
1003,1.292975902
1003,1.335313636
1003,1.293178595
1003,1.316803344
1003,1.406701611
1003,1.270661652
1003,1.294808221
1003,1.342097543
1003,1.362856298
1003,1.301830431
1003,1.340330366
1003,1.350025809
1003,1.319854265
