Block	Trial	Sequence	NumA	NumB	NumC	RT	Response	Delay
5	11	A	1	4	3	3.28E-01	3	3.00E-01
5	12	A	4	3	2	3.68E-01	2	5.50E-01
5	13	A	3	2	4	4.00E-01	4	3.50E-01
5	14	A	2	4	1	2.44E-01	1	5.00E-01
5	15	A	4	1	3	2.52E-01	3	6.00E-01
5	16	A	1	3	4	3.18E-01	4	4.50E-01
5	17	B	3	4	1	2.96E-01	1	4.00E-01
5	18	A	4	1	3	2.48E-01	3	5.50E-01
5	19	A	1	3	4	3.28E-01	4	4.50E-01
5	20	A	3	4	2	2.75E-01	2	2.50E-01
5	21	A	4	2	3	2.81E-01	3	5.50E-01
5	22	A	2	3	1	2.72E-01	1	5.00E-01
5	23	A	3	1	2	3.22E-01	2	4.50E-01
5	24	A	1	2	1	3.83E-01	1	6.00E-01
5	25	A	2	1	4	2.85E-01	4	4.00E-01
5	26	A	1	4	3	3.23E-01	3	3.50E-01
5	27	A	4	3	2	3.03E-01	2	6.00E-01
5	28	A	3	2	4	3.06E-01	4	2.00E-01
5	29	A	2	4	1	2.63E-01	1	5.00E-01
5	30	B	4	1	2	3.10E-01	2	6.00E-01
5	31	A	1	2	1	3.25E-01	1	4.00E-01
5	32	A	2	1	4	2.90E-01	4	3.00E-01
5	33	A	1	4	3	2.84E-01	3	4.50E-01
5	34	A	4	3	2	2.22E-01	2	5.50E-01
5	35	A	3	2	4	2.70E-01	4	5.50E-01
5	36	A	2	4	1	3.39E-01	1	2.00E-01
5	37	A	4	1	3	3.07E-01	3	3.00E-01
5	38	A	1	3	4	3.58E-01	4	4.00E-01
5	39	A	3	4	2	3.21E-01	2	2.00E-01
5	40	A	4	2	3	2.59E-01	3	5.50E-01
5	41	A	2	3	1	2.63E-01	1	2.50E-01
5	42	B	3	1	4	3.02E-01	4	4.00E-01
5	43	A	1	4	3	3.15E-01	3	4.00E-01
5	44	A	4	3	2	2.46E-01	2	5.00E-01
5	45	A	3	2	4	2.96E-01	4	5.50E-01
5	46	A	2	4	1	3.17E-01	1	5.00E-01
5	47	A	4	1	3	3.72E-01	3	3.00E-01
5	48	A	1	3	4	2.81E-01	4	4.50E-01
5	49	A	3	4	2	2.83E-01	2	2.00E-01
5	50	A	4	2	3	4.30E-01	3	2.50E-01
5	51	B	2	3	4	3.10E-01	4	4.00E-01
5	52	A	3	4	2	2.38E-01	2	5.50E-01
5	53	B	4	2	1	2.97E-01	1	4.00E-01
5	54	A	2	1	4	2.96E-01	4	5.00E-01
5	55	A	1	4	3	3.40E-01	3	2.50E-01
5	56	A	4	3	2	2.60E-01	2	3.00E-01
5	57	A	3	2	4	2.57E-01	4	4.50E-01
5	58	A	2	4	1	2.71E-01	1	5.50E-01
5	59	A	4	1	3	2.58E-01	3	3.00E-01
5	60	A	1	3	4	2.89E-01	4	5.00E-01
5	61	B	3	4	1	3.45E-01	1	2.50E-01
5	62	A	4	1	3	2.73E-01	3	2.00E-01
5	63	A	1	3	4	2.98E-01	4	4.00E-01
5	64	B	3	4	1	3.12E-01	1	3.00E-01
5	65	A	4	1	3	2.39E-01	3	6.00E-01
5	66	A	1	3	4	2.47E-01	4	6.00E-01
5	67	A	3	4	2	2.36E-01	2	4.00E-01
5	68	B	4	2	1	3.40E-01	1	2.00E-01
5	69	A	2	1	4	2.81E-01	4	3.50E-01
5	70	B	1	4	2	2.57E-01	2	6.00E-01
5	71	B	4	2	1	3.13E-01	1	5.00E-01
5	72	B	2	1	3	3.83E-01	3	4.50E-01
5	73	A	1	3	4	2.51E-01	4	5.50E-01
5	74	A	3	4	2	2.79E-01	2	2.00E-01
5	75	A	4	2	3	3.18E-01	3	4.50E-01
5	76	B	2	3	4	3.29E-01	4	2.50E-01
5	77	A	3	4	2	2.10E-01	2	6.00E-01
5	78	A	4	2	3	2.75E-01	3	3.00E-01
5	79	A	2	3	1	2.54E-01	1	3.00E-01
5	80	A	3	1	2	3.32E-01	2	3.50E-01
5	81	A	1	2	1	3.39E-01	1	6.00E-01
5	82	A	2	1	4	3.44E-01	4	2.00E-01
5	83	A	1	4	3	1.97E-01	2	4.50E-01
5	84	A	4	3	2	2.76E-01	2	5.50E-01
5	85	A	3	2	4	2.77E-01	4	4.00E-01
5	86	A	2	4	1	3.01E-01	1	3.00E-01
5	87	B	4	1	2	3.00E-01	2	6.00E-01
5	88	A	1	2	1	3.58E-01	1	3.50E-01
5	89	A	2	1	4	3.18E-01	4	2.00E-01
5	90	A	1	4	3	2.96E-01	3	2.00E-01
5	91	A	4	3	2	2.85E-01	2	2.00E-01
5	92	B	3	2	3	3.01E-01	4	2.00E-01
5	93	B	2	3	4	3.31E-01	4	5.50E-01
5	94	A	3	4	2	3.16E-01	1	3.50E-01
5	95	A	4	2	3	3.65E-01	3	2.50E-01
5	96	B	2	3	4	3.13E-01	4	5.00E-01
5	97	B	3	4	1	2.51E-01	2	5.50E-01
5	98	A	4	1	3	2.67E-01	3	3.50E-01
5	99	B	1	3	2	3.02E-01	1	5.50E-01
5	100	A	3	2	4	4.10E-01	4	4.50E-01
5	101	A	2	4	1	3.36E-01	1	4.00E-01
5	102	A	4	1	3	2.56E-01	3	3.50E-01
5	103	A	1	3	4	2.80E-01	4	5.50E-01
5	104	B	3	4	1	3.88E-01	1	2.50E-01
5	105	A	4	1	3	2.41E-01	3	5.00E-01
5	106	A	1	3	4	3.26E-01	4	3.50E-01
5	107	A	3	4	2	2.45E-01	2	3.00E-01
5	108	B	4	2	1	3.18E-01	1	3.50E-01
5	109	B	2	1	3	2.70E-01	3	2.00E-01
5	110	A	1	3	4	2.55E-01	4	5.00E-01
5	111	A	3	4	2	2.38E-01	2	5.50E-01
5	112	A	4	2	3	2.60E-01	4	3.50E-01
5	113	A	2	3	1	3.55E-01	1	4.00E-01
5	114	A	3	1	2	4.67E-01	2	3.50E-01
5	115	A	1	2	1	2.96E-01	1	3.50E-01
5	116	B	2	1	3	2.85E-01	3	3.50E-01
5	117	A	1	3	4	3.09E-01	4	5.00E-01
5	118	A	3	4	2	2.40E-01	2	4.50E-01
5	119	A	4	2	3	2.47E-01	3	5.00E-01
5	120	A	2	3	1	2.78E-01	1	4.50E-01
6	1	A	2	3	1	2.91E-01	1	6.00E-01
6	2	A	3	1	2	2.94E-01	2	2.50E-01
6	3	A	1	2	1	3.05E-01	1	4.00E-01
6	4	A	2	1	4	2.82E-01	4	5.00E-01
6	5	A	1	4	3	2.88E-01	3	3.50E-01
6	6	A	4	3	2	3.40E-01	2	6.00E-01
6	7	A	3	2	4	2.93E-01	4	2.00E-01
6	8	A	2	4	1	3.29E-01	1	3.50E-01
6	9	A	4	1	3	2.41E-01	3	3.00E-01
6	10	A	1	3	4	3.08E-01	4	2.50E-01
6	11	A	3	4	2	2.07E-01	2	5.00E-01
6	12	A	4	2	3	2.58E-01	3	6.00E-01
6	13	A	2	3	1	3.00E-01	1	4.50E-01
6	14	A	3	1	2	2.94E-01	2	5.00E-01
6	15	A	1	2	1	3.61E-01	1	4.00E-01
6	16	A	2	1	4	3.00E-01	4	2.00E-01
6	17	A	1	4	3	3.11E-01	3	5.00E-01
6	18	A	4	3	2	2.37E-01	2	3.50E-01
6	19	A	3	2	4	2.56E-01	3	4.00E-01
6	20	A	2	4	1	2.57E-01	1	4.00E-01
6	21	A	4	1	3	2.59E-01	3	3.50E-01
6	22	B	1	3	2	2.72E-01	2	4.50E-01
6	23	B	3	2	3	3.54E-01	3	5.50E-01
6	24	B	2	3	4	2.87E-01	4	2.50E-01
6	25	A	3	4	2	2.71E-01	1	4.50E-01
6	26	A	4	2	3	3.63E-01	3	3.50E-01
6	27	B	2	3	4	3.28E-01	4	4.50E-01
6	28	A	3	4	2	2.70E-01	2	2.00E-01
6	29	A	4	2	3	2.53E-01	3	4.00E-01
6	30	A	2	3	1	2.61E-01	1	4.50E-01
6	31	A	3	1	2	3.13E-01	2	3.00E-01
6	32	A	1	2	1	3.47E-01	1	5.00E-01
6	33	A	2	1	4	3.13E-01	4	5.50E-01
6	34	A	1	4	3	2.95E-01	3	5.50E-01
6	35	A	4	3	2	2.55E-01	2	4.00E-01
6	36	A	3	2	4	3.82E-01	4	5.50E-01
6	37	A	2	4	1	2.56E-01	1	3.50E-01
6	38	A	4	1	3	2.46E-01	3	5.50E-01
6	39	B	1	3	2	2.40E-01	2	3.50E-01
6	40	A	3	2	4	2.45E-01	4	3.00E-01
6	41	A	2	4	1	3.23E-01	1	3.50E-01
6	42	A	4	1	3	2.62E-01	3	3.50E-01
6	43	A	1	3	4	3.41E-01	4	4.50E-01
6	44	A	3	4	2	2.26E-01	2	5.00E-01
6	45	B	4	2	1	3.26E-01	1	4.50E-01
6	46	A	2	1	4	2.37E-01	4	6.00E-01
6	47	A	1	4	3	2.32E-01	3	3.50E-01
6	48	A	4	3	2	2.89E-01	2	2.00E-01
6	49	A	3	2	4	2.76E-01	4	4.00E-01
6	50	A	2	4	1	2.61E-01	2	5.50E-01
6	51	A	4	1	3	2.50E-01	3	5.00E-01
6	52	A	1	3	4	4.63E-03	2	6.00E-01
6	53	A	3	4	2	2.91E-01	1	6.00E-01
6	54	A	4	2	3	3.31E-01	3	4.00E-01
6	55	A	2	3	1	3.55E-01	2	2.00E-01
6	56	B	3	1	4	3.26E-01	4	4.50E-01
6	57	A	1	4	3	2.53E-01	3	5.50E-01
6	58	B	4	3	1	3.11E-01	2	4.00E-01
6	59	B	3	1	4	2.85E-01	4	6.00E-01
6	60	A	1	4	3	2.65E-01	3	5.50E-01
6	61	A	4	3	2	4.52E-01	2	2.50E-01
6	62	B	3	2	3	4.96E-01	3	3.00E-01
6	63	A	2	3	1	2.26E-01	1	5.00E-01
6	64	B	3	1	4	2.75E-01	4	6.00E-01
6	65	A	1	4	3	2.60E-01	3	3.50E-01
6	66	A	4	3	2	2.49E-01	2	4.50E-01
6	67	A	3	2	4	2.27E-01	4	5.50E-01
6	68	B	2	4	3	3.35E-01	3	2.00E-01
6	69	A	4	3	2	2.58E-01	2	4.00E-01
6	70	B	3	2	3	2.90E-01	4	3.00E-01
6	71	A	2	3	1	3.73E-01	1	3.50E-01
6	72	A	3	1	2	4.01E-01	2	3.50E-01
6	73	B	1	2	4	2.77E-01	4	3.50E-01
6	74	A	2	4	1	3.10E-01	2	5.00E-01
6	75	A	4	1	3	2.19E-01	3	4.50E-01
6	76	B	1	3	2	2.45E-01	2	5.50E-01
6	77	A	3	2	4	2.56E-01	4	5.00E-01
6	78	A	2	4	1	2.59E-01	1	4.00E-01
6	79	A	4	1	3	2.60E-01	3	4.00E-01
6	80	A	1	3	4	3.01E-01	4	3.00E-01
6	81	A	3	4	2	2.71E-01	2	2.50E-01
6	82	A	4	2	3	3.54E-01	3	4.00E-01
6	83	A	2	3	1	2.71E-01	1	3.00E-01
6	84	B	3	1	4	2.91E-01	4	5.00E-01
6	85	A	1	4	3	2.93E-01	3	5.50E-01
6	86	A	4	3	2	2.71E-01	2	4.00E-01
6	87	A	3	2	4	2.87E-01	4	2.00E-01
6	88	A	2	4	1	2.24E-01	1	3.50E-01
6	89	A	4	1	3	2.62E-01	3	3.50E-01
6	90	A	1	3	4	2.63E-01	4	4.00E-01
6	91	A	3	4	2	3.18E-01	3	4.00E-01
6	92	A	4	2	3	2.58E-01	4	2.50E-01
6	93	A	2	3	1	2.69E-01	2	4.00E-01
6	94	B	3	1	4	3.39E-01	4	2.50E-01
6	95	A	1	4	3	3.00E-01	4	5.00E-01
6	96	B	4	3	1	3.93E-01	1	4.50E-01
6	97	A	3	1	2	4.06E-01	2	2.00E-01
6	98	B	1	2	4	2.78E-01	4	5.00E-01
6	99	A	2	4	1	2.42E-01	2	6.00E-01
6	100	A	4	1	3	2.59E-01	3	3.00E-01
6	101	A	1	3	4	3.31E-01	4	2.00E-01
6	102	A	3	4	2	2.91E-01	2	3.50E-01
6	103	A	4	2	3	2.44E-01	3	6.00E-01
6	104	B	2	3	4	2.99E-01	4	3.50E-01
6	105	A	3	4	2	2.45E-01	2	5.50E-01
6	106	A	4	2	3	2.59E-01	3	5.00E-01
6	107	B	2	3	4	3.40E-01	4	4.00E-01
6	108	A	3	4	2	2.55E-01	2	4.50E-01
6	109	A	4	2	3	2.12E-01	3	5.50E-01
6	110	A	2	3	1	2.58E-01	1	4.50E-01
6	111	A	3	1	2	3.11E-01	2	5.50E-01
6	112	A	1	2	1	3.54E-01	1	4.00E-01
6	113	A	2	1	4	2.58E-01	4	3.50E-01
6	114	B	1	4	2	2.90E-01	2	2.00E-01
6	115	A	4	2	3	2.83E-01	3	2.50E-01
6	116	A	2	3	1	2.68E-01	1	5.50E-01
6	117	B	3	1	4	2.35E-01	4	3.00E-01
6	118	A	1	4	3	2.79E-01	3	4.50E-01
6	119	A	4	3	2	2.58E-01	2	3.00E-01
6	120	A	3	2	4	2.71E-01	4	2.00E-01
7	1	A	2	3	1	3.23E-01	1	3.00E-01
7	2	B	3	1	4	3.06E-01	4	2.50E-01
7	3	B	1	4	2	2.77E-01	2	5.00E-01
7	4	A	4	2	3	2.68E-01	3	4.00E-01
7	5	A	2	3	1	2.70E-01	1	5.50E-01
7	6	A	3	1	2	3.14E-01	2	6.00E-01
7	7	B	1	2	4	2.42E-01	4	3.50E-01
7	8	A	2	4	1	3.43E-01	1	3.50E-01
7	9	A	4	1	3	2.80E-01	3	6.00E-01
7	10	B	1	3	2	2.16E-01	2	5.00E-01
7	11	B	3	2	3	1.83E-01	4	6.00E-01
7	12	A	2	3	1	2.80E-01	1	2.50E-01
7	13	A	3	1	2	3.07E-01	2	4.00E-01
7	14	A	1	2	1	3.32E-01	1	3.00E-01
7	15	A	2	1	4	3.19E-01	4	4.50E-01
7	16	B	1	4	2	2.30E-01	2	2.50E-01
7	17	A	4	2	3	2.57E-01	3	4.50E-01
7	18	A	2	3	1	1.96E-01	1	5.50E-01
7	19	B	3	1	4	2.32E-01	4	5.00E-01
7	20	B	1	4	2	2.48E-01	2	2.00E-01
7	21	A	4	2	3	2.82E-01	3	5.00E-01
7	22	A	2	3	1	2.40E-01	1	3.00E-01
7	23	A	3	1	2	3.32E-01	2	5.00E-01
7	24	B	1	2	4	2.98E-01	4	5.00E-01
7	25	A	2	4	1	3.69E-01	1	4.50E-01
7	26	A	4	1	3	2.30E-01	3	5.50E-01
7	27	A	1	3	4	2.54E-01	4	5.00E-01
7	28	A	3	4	2	3.07E-01	2	3.00E-01
7	29	A	4	2	3	2.98E-01	4	3.00E-01
7	30	A	2	3	1	2.72E-01	1	5.50E-01
7	31	A	3	1	2	3.91E-01	2	4.00E-01
7	32	A	1	2	1	2.91E-01	1	5.50E-01
7	33	A	2	1	4	2.50E-01	4	4.50E-01
7	34	A	1	4	3	2.93E-01	3	3.00E-01
7	35	A	4	3	2	2.51E-01	2	4.00E-01
7	36	A	3	2	4	2.93E-01	4	5.00E-01
7	37	A	2	4	1	3.54E-01	1	5.50E-01
7	38	A	4	1	3	2.94E-01	3	3.00E-01
7	39	A	1	3	4	3.29E-01	4	2.50E-01
7	40	A	3	4	2	2.76E-01	2	6.00E-01
7	41	B	4	2	1	2.97E-01	1	5.00E-01
7	42	A	2	1	4	2.77E-01	4	4.50E-01
7	43	A	1	4	3	3.57E-01	3	5.00E-01
7	44	A	4	3	2	3.44E-01	3	3.50E-01
7	45	A	3	2	4	2.82E-01	4	3.00E-01
7	46	A	2	4	1	2.63E-01	1	3.50E-01
7	47	A	4	1	3	3.10E-01	3	2.50E-01
7	48	A	1	3	4	2.60E-01	4	5.50E-01
7	49	A	3	4	2	2.82E-01	1	2.00E-01
7	50	A	4	2	3	3.31E-01	3	2.00E-01
7	51	A	2	3	1	3.81E-01	1	2.50E-01
7	52	B	3	1	4	3.00E-01	4	2.50E-01
7	53	B	1	4	2	2.36E-01	2	3.50E-01
7	54	A	4	2	3	2.73E-01	3	4.00E-01
7	55	A	2	3	1	2.99E-01	1	5.00E-01
7	56	A	3	1	2	3.25E-01	2	4.50E-01
7	57	A	1	2	1	3.28E-01	1	2.50E-01
7	58	A	2	1	4	2.28E-01	4	4.00E-01
7	59	A	1	4	3	2.87E-01	3	3.50E-01
7	60	A	4	3	2	2.53E-01	2	3.50E-01
7	61	A	3	2	4	2.83E-01	4	6.00E-01
7	62	A	2	4	1	2.53E-01	2	5.50E-01
7	63	A	4	1	3	2.42E-01	3	4.00E-01
7	64	A	1	3	4	3.50E-01	4	2.00E-01
7	65	A	3	4	2	2.19E-01	2	5.50E-01
7	66	A	4	2	3	2.56E-01	3	2.50E-01
7	67	A	2	3	1	2.59E-01	1	4.50E-01
7	68	A	3	1	2	2.71E-01	3	6.00E-01
7	69	A	1	2	1	3.02E-01	2	6.00E-01
7	70	B	2	1	3	2.67E-01	4	4.50E-01
7	71	B	1	3	2	3.02E-01	2	4.00E-01
7	72	A	3	2	4	3.20E-01	4	3.00E-01
7	73	A	2	4	1	3.32E-01	1	2.00E-01
7	74	A	4	1	3	2.35E-01	3	6.00E-01
7	75	A	1	3	4	1.57E-01	2	5.00E-01
7	76	B	3	4	1	2.36E-01	4	3.00E-01
7	77	A	4	1	3	2.81E-01	3	5.00E-01
7	78	A	1	3	4	4.17E-01	4	3.50E-01
7	79	A	3	4	2	2.48E-01	2	5.50E-01
7	80	A	4	2	3	2.77E-01	3	4.00E-01
7	81	A	2	3	1	2.45E-01	1	5.00E-01
7	82	A	3	1	2	3.39E-01	2	5.00E-01
7	83	A	1	2	1	2.97E-01	1	6.00E-01
7	84	A	2	1	4	3.11E-01	4	2.00E-01
7	85	A	1	4	3	2.76E-01	3	4.50E-01
7	86	A	4	3	2	2.23E-01	2	5.50E-01
7	87	A	3	2	4	3.36E-01	4	5.50E-01
7	88	A	2	4	1	4.01E-01	1	2.00E-01
7	89	A	4	1	3	2.31E-01	3	3.00E-01
7	90	B	1	3	2	2.16E-01	2	5.50E-01
7	91	A	3	2	4	2.45E-01	4	3.00E-01
7	92	A	2	4	1	1.90E-01	1	6.00E-01
7	93	A	4	1	3	2.53E-01	3	5.00E-01
7	94	A	1	3	4	3.53E-01	4	3.50E-01
7	95	A	3	4	2	2.42E-01	2	4.00E-01
7	96	A	4	2	3	3.10E-01	4	4.50E-01
7	97	A	2	3	1	3.54E-01	3	5.50E-01
7	98	A	3	1	2	3.06E-01	2	4.50E-01
7	99	A	1	2	1	3.50E-01	1	4.50E-01
7	100	A	2	1	4	2.58E-01	4	3.50E-01
7	101	A	1	4	3	2.79E-01	3	3.00E-01
7	102	B	4	3	1	2.77E-01	1	5.00E-01
7	103	A	3	1	2	3.59E-01	2	6.00E-01
7	104	A	1	2	1	3.19E-01	1	2.50E-01
7	105	A	2	1	4	3.23E-01	4	5.50E-01
7	106	A	1	4	3	2.59E-01	3	3.00E-01
7	107	A	4	3	2	2.43E-01	2	5.50E-01
7	108	A	3	2	4	2.81E-01	4	5.00E-01
7	109	A	2	4	1	2.63E-01	1	4.00E-01
7	110	A	4	1	3	2.20E-01	3	5.00E-01
7	111	A	1	3	4	2.98E-01	4	2.00E-01
7	112	A	3	4	2	2.32E-01	2	5.00E-01
7	113	B	4	2	1	2.87E-01	1	5.50E-01
7	114	A	2	1	4	3.66E-01	4	2.50E-01
7	115	A	1	4	3	2.92E-01	3	4.00E-01
7	116	A	4	3	2	2.23E-01	2	5.00E-01
7	117	A	3	2	4	2.46E-01	4	4.00E-01
7	118	A	2	4	1	3.11E-01	1	3.00E-01
7	119	A	4	1	3	3.02E-01	3	2.50E-01
7	120	A	1	3	4	2.69E-01	4	3.50E-01
8	1	A	2	3	1	3.20E-01	1	4.50E-01
8	2	A	3	1	2	3.15E-01	2	2.50E-01
8	3	B	1	2	4	2.90E-01	4	2.50E-01
8	4	A	2	4	1	3.00E-01	2	5.00E-01
8	5	B	4	1	2	3.42E-01	1	4.50E-01
8	6	B	1	2	4	2.93E-01	3	4.00E-01
8	7	A	2	4	1	3.72E-01	1	2.00E-01
8	8	A	4	1	3	3.29E-01	2	4.50E-01
8	9	A	1	3	4	4.34E-01	4	2.00E-01
8	10	A	3	4	2	3.15E-01	2	4.50E-01
8	11	A	4	2	3	2.47E-01	3	5.50E-01
8	12	A	2	3	1	2.54E-01	1	5.50E-01
8	13	B	3	1	4	2.43E-01	4	2.50E-01
8	14	A	1	4	3	2.97E-01	3	3.50E-01
8	15	B	4	3	1	2.40E-01	1	6.00E-01
8	16	A	3	1	2	2.85E-01	2	4.50E-01
8	17	B	1	2	4	2.50E-01	4	4.00E-01
8	18	A	2	4	1	3.24E-01	1	3.00E-01
8	19	A	4	1	3	2.49E-01	3	5.50E-01
8	20	A	1	3	4	3.15E-01	4	5.50E-01
8	21	A	3	4	2	2.47E-01	2	4.50E-01
8	22	A	4	2	3	2.70E-01	3	2.50E-01
8	23	A	2	3	1	2.08E-01	1	4.50E-01
8	24	A	3	1	2	2.87E-01	2	5.50E-01
8	25	A	1	2	1	3.37E-01	1	5.50E-01
8	26	A	2	1	4	3.55E-01	4	5.00E-01
8	27	A	1	4	3	3.29E-01	3	2.00E-01
8	28	A	4	3	2	2.30E-01	2	3.50E-01
8	29	A	3	2	4	2.79E-01	4	3.00E-01
8	30	A	2	4	1	3.45E-01	1	4.50E-01
8	31	A	4	1	3	2.46E-01	3	6.00E-01
8	32	A	1	3	4	3.39E-01	4	5.00E-01
8	33	A	3	4	2	2.37E-01	2	5.50E-01
8	34	B	4	2	1	3.01E-01	2	4.00E-01
8	35	A	2	1	4	2.78E-01	4	2.50E-01
8	36	A	1	4	3	3.09E-01	3	3.50E-01
8	37	A	4	3	2	4.03E-01	2	6.00E-01
8	38	A	3	2	4	2.94E-01	4	4.50E-01
8	39	A	2	4	1	3.84E-01	1	5.00E-01
8	40	A	4	1	3	2.58E-01	3	4.00E-01
8	41	A	1	3	4	3.70E-01	4	3.00E-01
8	42	A	3	4	2	2.55E-01	2	5.50E-01
8	43	A	4	2	3	2.23E-01	3	3.00E-01
8	44	A	2	3	1	2.44E-01	1	5.50E-01
8	45	A	3	1	2	3.63E-01	2	2.00E-01
8	46	A	1	2	1	3.60E-01	1	6.00E-01
8	47	A	2	1	4	2.69E-01	4	4.00E-01
8	48	A	1	4	3	2.61E-01	3	2.50E-01
8	49	B	4	3	1	3.81E-01	1	6.00E-01
8	50	A	3	1	2	3.06E-01	2	5.00E-01
8	51	A	1	2	1	3.40E-01	1	2.00E-01
8	52	A	2	1	4	2.81E-01	4	4.50E-01
8	53	A	1	4	3	2.46E-01	3	6.00E-01
8	54	A	4	3	2	2.84E-01	2	2.00E-01
8	55	A	3	2	4	2.94E-01	4	5.00E-01
8	56	B	2	4	3	3.19E-01	3	5.50E-01
8	57	A	4	3	2	2.64E-01	2	2.50E-01
8	58	A	3	2	4	2.69E-01	4	2.50E-01
8	59	A	2	4	1	3.28E-01	1	5.50E-01
8	60	A	4	1	3	3.01E-01	3	4.50E-01
8	61	A	1	3	4	2.49E-01	4	4.50E-01
8	62	A	3	4	2	3.43E-01	2	5.50E-01
8	63	A	4	2	3	3.21E-01	3	3.00E-01
8	64	A	2	3	1	2.70E-01	1	3.50E-01
8	65	A	3	1	2	3.05E-01	2	4.50E-01
8	66	A	1	2	1	3.45E-01	1	4.50E-01
8	67	A	2	1	4	2.86E-01	4	2.50E-01
8	68	A	1	4	3	2.91E-01	3	2.50E-01
8	69	A	4	3	2	2.62E-01	2	5.50E-01
8	70	A	3	2	4	2.70E-01	4	4.50E-01
8	71	A	2	4	1	3.26E-01	1	2.50E-01
8	72	A	4	1	3	2.85E-01	3	4.50E-01
8	73	A	1	3	4	3.11E-01	4	3.00E-01
8	74	A	3	4	2	2.30E-01	2	6.00E-01
8	75	A	4	2	3	2.62E-01	3	5.00E-01
8	76	A	2	3	1	2.43E-01	1	3.50E-01
8	77	A	3	1	2	3.09E-01	2	6.00E-01
8	78	A	1	2	1	3.87E-01	1	2.00E-01
8	79	A	2	1	4	2.87E-01	4	2.50E-01
8	80	A	1	4	3	2.76E-01	3	2.50E-01
8	81	A	4	3	2	2.97E-01	2	2.50E-01
8	82	A	3	2	4	2.78E-01	4	5.50E-01
8	83	A	2	4	1	2.76E-01	1	4.50E-01
8	84	A	4	1	3	2.61E-01	3	5.50E-01
8	85	B	1	3	2	3.16E-01	2	6.00E-01
8	86	A	3	2	4	2.71E-01	4	3.50E-01
8	87	A	2	4	1	2.72E-01	1	3.00E-01
8	88	A	4	1	3	2.51E-01	3	4.00E-01
8	89	A	1	3	4	3.46E-01	4	4.50E-01
8	90	A	3	4	2	3.01E-01	2	6.00E-01
8	91	B	4	2	1	3.01E-01	1	5.00E-01
8	92	A	2	1	4	2.93E-01	4	5.50E-01
8	93	A	1	4	3	2.83E-01	3	5.00E-01
8	94	A	4	3	2	2.45E-01	2	3.50E-01
8	95	A	3	2	4	2.19E-01	4	3.50E-01
8	96	A	2	4	1	4.58E-01	1	4.00E-01
8	97	A	4	1	3	2.44E-01	3	6.00E-01
8	98	A	1	3	4	3.06E-01	4	4.00E-01
8	99	A	3	4	2	2.43E-01	2	2.50E-01
8	100	A	4	2	3	2.49E-01	3	3.00E-01
8	101	A	2	3	1	2.79E-01	1	2.00E-01
8	102	A	3	1	2	2.89E-01	2	5.50E-01
8	103	A	1	2	1	3.09E-01	1	6.00E-01
8	104	A	2	1	4	2.49E-01	4	3.50E-01
8	105	A	1	4	3	2.94E-01	3	4.50E-01
8	106	A	4	3	2	2.89E-01	1	5.50E-01
8	107	B	3	2	3	2.63E-01	3	2.50E-01
8	108	A	2	3	1	2.69E-01	2	4.50E-01
8	109	B	3	1	4	2.38E-01	4	3.00E-01
8	110	A	1	4	3	2.96E-01	3	4.50E-01
8	111	A	4	3	2	4.59E-01	2	2.50E-01
8	112	A	3	2	4	3.06E-01	4	6.00E-01
8	113	A	2	4	1	2.46E-01	1	4.00E-01
8	114	A	4	1	3	2.39E-01	3	4.50E-01
8	115	B	1	3	2	2.52E-01	2	2.50E-01
8	116	A	3	2	4	2.96E-01	4	4.00E-01
8	117	A	2	4	1	3.29E-01	2	4.00E-01
8	118	B	4	1	2	2.71E-01	2	5.50E-01
8	119	A	1	2	1	3.17E-01	1	2.50E-01
8	120	A	2	1	4	4.53E-01	3	5.50E-01
