,SID,Session,Block,Trial,Sequence,t-2,t-1,t,RT,Response,Delay,Result,Trial_Number,Correct,cutoff,log_RT,inverse_RT,post_error
206,1005,Baseline,2,91,High Prob,2,1,4,0.4371291,4,0.25,Correct,211,1,0.553885676,-0.827526704,2.287653693,0
207,1005,Baseline,2,92,Low Prob,1,4,2,0.3785235,2,0.2,Correct,212,1,0.581374264,-0.971477121,2.641843901,0
208,1005,Baseline,2,93,High Prob,4,2,3,0.2725616,3,0.25,Correct,213,1,0.553885676,-1.299890635,3.668895398,0
209,1005,Baseline,2,94,High Prob,2,3,1,0.29855,1,0.25,Correct,214,1,0.553885676,-1.208817856,3.349522693,0
210,1005,Baseline,2,95,Low Prob,3,1,4,0.2572569,4,0.3,Correct,215,1,0.581374264,-1.357680082,3.887164931,0
211,1005,Baseline,2,96,Low Prob,1,4,2,0.294015,2,0.4,Correct,216,1,0.581374264,-1.224124493,3.401187014,0
212,1005,Baseline,2,97,High Prob,4,2,3,0.2713677,3,0.25,Correct,217,1,0.553885676,-1.304280551,3.685036944,0
213,1005,Baseline,2,98,High Prob,2,3,1,0.2834429,1,0.6,Correct,218,1,0.553885676,-1.260744587,3.528047448,0
214,1005,Baseline,2,99,Low Prob,3,1,4,0.3268105,4,0.2,Correct,219,1,0.581374264,-1.118374787,3.059877207,0
215,1005,Baseline,2,100,High Prob,1,4,3,0.4329041,3,0.2,Correct,220,1,0.553885676,-0.837239054,2.309980432,0
216,1005,Baseline,2,101,High Prob,4,3,2,0.3142709,2,0.5,Correct,221,1,0.553885676,-1.157499926,3.181968168,0
217,1005,Baseline,2,102,High Prob,3,2,4,0.4049007,4,0.2,Correct,222,1,0.553885676,-0.904113427,2.469741346,0
218,1005,Baseline,2,103,High Prob,2,4,1,0.3636849,1,0.6,Correct,223,1,0.553885676,-1.011467446,2.749632993,0
219,1005,Baseline,2,104,High Prob,4,1,3,0.4104076,3,0.45,Correct,224,1,0.553885676,-0.890604467,2.436602051,0
220,1005,Baseline,2,105,High Prob,1,3,4,0.3611581,4,0.4,Correct,225,1,0.553885676,-1.018439466,2.768870475,0
221,1005,Baseline,2,107,High Prob,4,2,3,0.4485708,3,0.2,Correct,227,1,0.553885676,-0.80168875,2.229302487,0
222,1005,Baseline,2,108,High Prob,2,3,1,0.2773158,1,0.2,Correct,228,1,0.553885676,-1.28259835,3.605997206,0
223,1005,Baseline,2,109,High Prob,3,1,2,0.3833023,2,0.25,Correct,229,1,0.553885676,-0.958931306,2.60890686,0
224,1005,Baseline,2,110,High Prob,1,2,1,0.4306818,1,0.4,Correct,230,1,0.553885676,-0.842385745,2.321899834,0
225,1005,Baseline,2,112,High Prob,1,3,4,0.283475,4,0.4,Correct,232,1,0.553885676,-1.260631343,3.527647941,0
226,1005,Baseline,2,113,High Prob,3,4,2,0.5088788,2,0.45,Correct,233,1,0.553885676,-0.675545405,1.965104461,0
227,1005,Baseline,2,114,High Prob,4,2,3,0.3616161,3,0.35,Correct,234,1,0.553885676,-1.017172127,2.7653636,0
228,1005,Baseline,2,115,High Prob,2,3,1,0.3223174,1,0.2,Correct,235,1,0.553885676,-1.132218505,3.102531852,0
229,1005,Baseline,2,116,High Prob,3,1,2,0.4883567,2,0.3,Correct,236,1,0.553885676,-0.716709198,2.047683589,0
230,1005,Baseline,2,117,Low Prob,1,2,4,0.4017742,4,0.45,Correct,237,1,0.581374264,-0.91186504,2.488960217,0
231,1005,Baseline,2,118,High Prob,2,4,1,0.5005083,1,0.3,Correct,238,1,0.553885676,-0.692131097,1.997968865,0
232,1005,Baseline,2,119,High Prob,4,1,3,0.4672102,3,0.3,Correct,239,1,0.553885676,-0.760976016,2.14036423,0
233,1005,Baseline,2,120,High Prob,1,3,4,0.5312571,4,0.3,Correct,240,1,0.553885676,-0.632509194,1.882327784,0
234,1005,Baseline,3,1,Low Prob,2,3,4,0.3809559,4,0.2,Correct,241,1,0.581374264,-0.965071659,2.624975752,0
235,1005,Baseline,3,2,High Prob,3,4,2,0.3349906,2,0.35,Correct,242,1,0.553885676,-1.093652807,2.98515839,0
236,1005,Baseline,3,3,High Prob,4,2,3,0.288323,3,0.4,Correct,243,1,0.553885676,-1.2436739,3.468332391,0
237,1005,Baseline,3,4,Low Prob,2,3,4,0.3436894,4,0.3,Correct,244,1,0.581374264,-1.068016936,2.909603846,0
238,1005,Baseline,3,5,Low Prob,3,4,1,0.2810769,1,0.4,Correct,245,1,0.581374264,-1.269126982,3.557745229,0
239,1005,Baseline,3,6,High Prob,4,1,3,0.287173,3,0.35,Correct,246,1,0.553885676,-1.247670457,3.482221518,0
240,1005,Baseline,3,7,High Prob,1,3,4,0.3325336,4,0.55,Correct,247,1,0.553885676,-1.101014371,3.00721491,0
241,1005,Baseline,3,8,High Prob,3,4,2,0.307862,2,0.25,Correct,248,1,0.553885676,-1.178103648,3.248208613,0
242,1005,Baseline,3,9,High Prob,4,2,3,0.3666191,3,0.6,Correct,249,1,0.553885676,-1.003431845,2.727626575,0
243,1005,Baseline,3,10,High Prob,2,3,1,0.2946516,1,0.2,Correct,250,1,0.553885676,-1.221961638,3.393838689,0
244,1005,Baseline,3,11,High Prob,3,1,2,0.3760338,2,0.45,Correct,251,1,0.553885676,-0.978076246,2.659335411,0
245,1005,Baseline,3,12,High Prob,1,2,1,0.4141297,1,0.25,Correct,252,1,0.553885676,-0.881576069,2.414702447,0
246,1005,Baseline,3,13,High Prob,2,1,4,0.3568041,3,0.2,Wrong,253,0,0.461059365,-1.030568387,2.802658378,1
247,1005,Baseline,3,15,High Prob,4,3,2,0.2742366,2,0.5,Correct,255,1,0.553885676,-1.293764042,3.646486282,0
248,1005,Baseline,3,16,High Prob,3,2,4,0.3923235,4,0.35,Correct,256,1,0.553885676,-0.935668524,2.548916901,0
249,1005,Baseline,3,17,High Prob,2,4,1,0.3936541,1,0.35,Correct,257,1,0.553885676,-0.932282674,2.540301244,0
250,1005,Baseline,3,18,High Prob,4,1,3,0.3690435,3,0.2,Correct,258,1,0.553885676,-0.996840756,2.709707663,0
251,1005,Baseline,3,19,Low Prob,1,3,2,0.2811167,2,0.6,Correct,259,1,0.581374264,-1.268985393,3.55724153,0
252,1005,Baseline,3,20,High Prob,3,2,4,0.3551084,4,0.25,Correct,260,1,0.553885676,-1.035332184,2.816041524,0
253,1005,Baseline,3,21,High Prob,2,4,1,0.3018595,1,0.55,Correct,261,1,0.553885676,-1.197793602,3.312799498,0
254,1005,Baseline,3,22,High Prob,4,1,3,0.2705928,3,0.45,Correct,262,1,0.553885676,-1.307140171,3.695589831,0
255,1005,Baseline,3,23,High Prob,1,3,4,0.4206275,4,0.35,Correct,263,1,0.553885676,-0.866007635,2.377400431,0
256,1005,Baseline,3,24,High Prob,3,4,2,0.3106745,2,0.3,Correct,264,1,0.553885676,-1.169009539,3.218802959,0
257,1005,Baseline,3,25,High Prob,4,2,3,0.4453784,3,0.3,Correct,265,1,0.553885676,-0.808831021,2.245281765,0
258,1005,Baseline,3,26,High Prob,2,3,1,0.274828,1,0.2,Correct,266,1,0.553885676,-1.291609832,3.63863944,0
259,1005,Baseline,3,27,High Prob,3,1,2,0.4668269,2,0.5,Correct,267,1,0.553885676,-0.761796754,2.14212163,0
260,1005,Baseline,3,28,High Prob,1,2,1,0.4208472,1,0.25,Correct,268,1,0.553885676,-0.865485457,2.376159328,0
261,1005,Baseline,3,29,High Prob,2,1,4,0.3009218,4,0.55,Correct,269,1,0.553885676,-1.200904849,3.323122486,0
262,1005,Baseline,3,30,High Prob,1,4,3,0.2936428,3,0.25,Correct,270,1,0.553885676,-1.225391216,3.405498109,0
263,1005,Baseline,3,31,High Prob,4,3,2,0.3570452,2,0.5,Correct,271,1,0.553885676,-1.029892895,2.800765841,0
264,1005,Baseline,3,32,High Prob,3,2,4,0.4716848,4,0.35,Correct,272,1,0.553885676,-0.751444313,2.120059837,0
265,1005,Baseline,3,33,High Prob,2,4,1,0.3317304,1,0.2,Correct,273,1,0.553885676,-1.103432688,3.014496109,0
266,1005,Baseline,3,34,High Prob,4,1,3,0.3071425,3,0.25,Correct,274,1,0.553885676,-1.18044347,3.255817739,0
267,1005,Baseline,3,35,High Prob,1,3,4,0.3898609,4,0.4,Correct,275,1,0.553885676,-0.94196527,2.56501742,0
268,1005,Baseline,3,36,High Prob,3,4,2,0.4293196,2,0.2,Correct,276,1,0.553885676,-0.845553649,2.329267054,0
269,1005,Baseline,3,37,High Prob,4,2,3,0.4892993,3,0.45,Correct,277,1,0.553885676,-0.714780911,2.043738873,0
270,1005,Baseline,3,38,Low Prob,2,3,4,0.4126668,4,0.2,Correct,278,1,0.581374264,-0.885114791,2.423262545,0
271,1005,Baseline,3,39,High Prob,3,4,2,0.3773877,2,0.45,Correct,279,1,0.553885676,-0.974482238,2.649794893,0
272,1005,Baseline,3,40,High Prob,4,2,3,0.4914409,3,0.35,Correct,280,1,0.553885676,-0.710413591,2.034832673,0
273,1005,Baseline,3,41,High Prob,2,3,1,0.3108305,1,0.4,Correct,281,1,0.553885676,-1.168507531,3.217187503,0
274,1005,Baseline,3,42,High Prob,3,1,2,0.3495677,2,0.3,Correct,282,1,0.553885676,-1.051058031,2.860676201,0
275,1005,Baseline,3,43,Low Prob,1,2,4,0.4242699,4,0.55,Correct,283,1,0.581374264,-0.85738547,2.356990208,0
276,1005,Baseline,3,44,High Prob,2,4,1,0.500322,1,0.45,Correct,284,1,0.553885676,-0.692503388,1.998712829,0
277,1005,Baseline,3,45,High Prob,4,1,3,0.3570363,3,0.25,Correct,285,1,0.553885676,-1.029917822,2.800835657,0
278,1005,Baseline,3,46,High Prob,1,3,4,0.391768,4,0.35,Correct,286,1,0.553885676,-0.937085451,2.55253109,0
279,1005,Baseline,3,47,Low Prob,3,4,1,0.3791794,1,0.3,Correct,287,1,0.581374264,-0.969745835,2.637274071,0
280,1005,Baseline,3,48,High Prob,4,1,3,0.3211832,3,0.25,Correct,288,1,0.553885676,-1.135743602,3.113487879,0
281,1005,Baseline,3,49,High Prob,1,3,4,0.3052445,4,0.45,Correct,289,1,0.553885676,-1.186642184,3.276062304,0
282,1005,Baseline,3,50,High Prob,3,4,2,0.4899541,2,0.25,Correct,290,1,0.553885676,-0.713443566,2.041007515,0
283,1005,Baseline,3,51,High Prob,4,2,3,0.4473487,3,0.55,Correct,291,1,0.553885676,-0.804416899,2.235392659,0
284,1005,Baseline,3,52,High Prob,2,3,1,0.3207432,1,0.3,Correct,292,1,0.553885676,-1.137114476,3.117759005,0
285,1005,Baseline,3,53,High Prob,3,1,2,0.4267715,1,0.2,Wrong,293,0,0.461059365,-0.851506538,2.343174275,1
286,1005,Baseline,3,54,High Prob,1,2,1,0.3448324,1,0.4,Correct,294,1,0.553885676,-1.064696777,2.899959517,0
287,1005,Baseline,3,55,High Prob,2,1,4,0.3882192,4,0.55,Correct,295,1,0.553885676,-0.94618515,2.575864357,0
288,1005,Baseline,3,56,High Prob,1,4,3,0.4255781,3,0.25,Correct,296,1,0.553885676,-0.854306799,2.34974497,0
289,1005,Baseline,3,57,High Prob,4,3,2,0.2656341,2,0.35,Correct,297,1,0.553885676,-1.325635481,3.764576912,0
290,1005,Baseline,3,59,High Prob,2,4,1,0.2844536,1,0.35,Correct,299,1,0.553885676,-1.257185132,3.515511844,0
291,1005,Baseline,3,60,Low Prob,4,1,2,0.3237792,2,0.3,Correct,300,1,0.581374264,-1.127693477,3.088524525,0
292,1005,Baseline,3,61,High Prob,1,2,1,0.3758318,1,0.35,Correct,301,1,0.553885676,-0.978613576,2.660764736,0
293,1005,Baseline,3,63,High Prob,1,4,3,0.3766294,3,0.3,Correct,303,1,0.553885676,-0.976493599,2.65512995,0
294,1005,Baseline,3,64,High Prob,4,3,2,0.3286288,2,0.4,Correct,304,1,0.553885676,-1.112826433,3.042946936,0
295,1005,Baseline,3,65,High Prob,3,2,4,0.3867626,4,0.6,Correct,305,1,0.553885676,-0.949944211,2.585565409,0
296,1005,Baseline,3,66,High Prob,2,4,1,0.292114,1,0.35,Correct,306,1,0.553885676,-1.230611142,3.423321032,0
297,1005,Baseline,3,67,High Prob,4,1,3,0.3014748,3,0.25,Correct,307,1,0.553885676,-1.199068848,3.317026829,0
298,1005,Baseline,3,68,High Prob,1,3,4,0.3981882,4,0.45,Correct,308,1,0.553885676,-0.920830521,2.511375274,0
299,1005,Baseline,3,69,High Prob,3,4,2,0.4788534,2,0.35,Correct,309,1,0.553885676,-0.736360783,2.088321812,0
300,1005,Baseline,3,70,High Prob,4,2,3,0.4369479,3,0.55,Correct,310,1,0.553885676,-0.827941313,2.288602371,0
301,1005,Baseline,3,71,Low Prob,2,3,4,0.336383,4,0.45,Correct,311,1,0.581374264,-1.089504887,2.972801836,0
302,1005,Baseline,3,72,High Prob,3,4,2,0.5377396,2,0.2,Correct,312,1,0.553885676,-0.620380851,1.859636151,0
303,1005,Baseline,3,73,High Prob,4,2,3,0.411185,3,0.6,Correct,313,1,0.553885676,-0.888712044,2.431995331,0
304,1005,Baseline,3,74,High Prob,2,3,1,0.3378476,1,0.2,Correct,314,1,0.553885676,-1.085160373,2.95991447,0
305,1005,Baseline,3,76,High Prob,1,2,1,0.4293024,1,0.4,Correct,316,1,0.553885676,-0.845593713,2.329360376,0
306,1005,Baseline,3,77,High Prob,2,1,4,0.4833856,4,0.2,Correct,317,1,0.553885676,-0.7269406,2.068741808,0
307,1005,Baseline,3,78,High Prob,1,4,3,0.5107461,3,0.4,Correct,318,1,0.553885676,-0.671882681,1.957919992,0
308,1005,Baseline,3,79,High Prob,4,3,2,0.3174392,2,0.3,Correct,319,1,0.553885676,-1.147468975,3.150209552,0
309,1005,Baseline,3,80,High Prob,3,2,4,0.3875444,4,0.3,Correct,320,1,0.553885676,-0.947924856,2.580349503,0
310,1005,Baseline,3,81,Low Prob,2,4,3,0.4328867,3,0.45,Correct,321,1,0.581374264,-0.837279248,2.310073282,0
311,1005,Baseline,3,83,High Prob,3,1,2,0.3163148,2,0.35,Correct,323,1,0.553885676,-1.151017359,3.16140756,0
312,1005,Baseline,3,84,High Prob,1,2,1,0.4004062,1,0.35,Correct,324,1,0.553885676,-0.915275747,2.497463825,0
313,1005,Baseline,3,85,High Prob,2,1,4,0.4631175,4,0.4,Correct,325,1,0.553885676,-0.769774477,2.159279233,0
314,1005,Baseline,3,86,Low Prob,1,4,2,0.5458439,2,0.25,Correct,326,1,0.581374264,-0.605422242,1.832025603,0
315,1005,Baseline,3,87,High Prob,4,2,3,0.2892293,3,0.25,Correct,327,1,0.553885676,-1.24053548,3.457464372,0
316,1005,Baseline,3,88,High Prob,2,3,1,0.2986615,1,0.25,Correct,328,1,0.553885676,-1.208444454,3.348272208,0
317,1005,Baseline,3,89,High Prob,3,1,2,0.3773182,2,0.5,Correct,329,1,0.553885676,-0.974666416,2.650282971,0
318,1005,Baseline,3,90,High Prob,1,2,1,0.4213758,1,0.5,Correct,330,1,0.553885676,-0.864230207,2.373178526,0
319,1005,Baseline,3,91,High Prob,2,1,4,0.4374192,4,0.35,Correct,331,1,0.553885676,-0.826863276,2.286136502,0
320,1005,Baseline,3,92,High Prob,1,4,3,0.3748127,3,0.3,Correct,332,1,0.553885676,-0.981328844,2.667999243,0
321,1005,Baseline,3,93,High Prob,4,3,2,0.3488523,2,0.25,Correct,333,1,0.553885676,-1.053106656,2.86654266,0
322,1005,Baseline,3,94,High Prob,3,2,4,0.3295925,4,0.5,Correct,334,1,0.553885676,-1.109898236,3.034049622,0
323,1005,Baseline,3,95,High Prob,2,4,1,0.2996313,1,0.4,Correct,335,1,0.553885676,-1.20520256,3.337435041,0
324,1005,Baseline,3,96,High Prob,4,1,3,0.3763186,3,0.55,Correct,336,1,0.553885676,-0.977319154,2.657322811,0
325,1005,Baseline,3,97,High Prob,1,3,4,0.4643831,4,0.6,Correct,337,1,0.553885676,-0.767045421,2.153394471,0
326,1005,Baseline,3,98,High Prob,3,4,2,0.4871514,2,0.55,Correct,338,1,0.553885676,-0.719180321,2.052749925,0
327,1005,Baseline,3,99,High Prob,4,2,3,0.500547,3,0.35,Correct,339,1,0.553885676,-0.692053779,1.997814391,0
328,1005,Baseline,3,100,Low Prob,2,3,4,0.3952814,4,0.5,Correct,340,1,0.581374264,-0.928157363,2.529843296,0
329,1005,Baseline,3,101,Low Prob,3,4,1,0.2826597,1,0.4,Correct,341,1,0.581374264,-1.263511578,3.537823043,0
330,1005,Baseline,3,102,High Prob,4,1,3,0.358026,3,0.6,Correct,342,1,0.553885676,-1.02714967,2.793093239,0
331,1005,Baseline,3,103,Low Prob,1,3,2,0.2707275,2,0.2,Correct,343,1,0.581374264,-1.306642499,3.693751097,0
332,1005,Baseline,3,104,Low Prob,3,2,3,0.4427567,3,0.2,Correct,344,1,0.581374264,-0.81473487,2.258576776,0
333,1005,Baseline,3,105,High Prob,2,3,1,0.3341446,1,0.25,Correct,345,1,0.553885676,-1.096181446,2.992716327,0
334,1005,Baseline,3,106,High Prob,3,1,2,0.4555891,2,0.2,Correct,346,1,0.553885676,-0.786163972,2.194960327,0
335,1005,Baseline,3,107,High Prob,1,2,1,0.3842297,1,0.5,Correct,347,1,0.553885676,-0.956514728,2.602609845,0
336,1005,Baseline,3,108,High Prob,2,1,4,0.3336498,4,0.45,Correct,348,1,0.553885676,-1.097663339,2.997154502,0
337,1005,Baseline,3,109,High Prob,1,4,3,0.3630406,3,0.5,Correct,349,1,0.553885676,-1.013240605,2.754512856,0
338,1005,Baseline,3,110,High Prob,4,3,2,0.3317722,2,0.4,Correct,350,1,0.553885676,-1.10330669,3.014116312,0
339,1005,Baseline,3,112,Low Prob,2,4,3,0.5078642,3,0.4,Correct,352,1,0.581374264,-0.67754119,1.969030304,0
340,1005,Baseline,3,113,High Prob,4,3,2,0.3026009,2,0.6,Correct,353,1,0.553885676,-1.195340503,3.304682835,0
341,1005,Baseline,3,114,Low Prob,3,2,3,0.4553304,3,0.25,Correct,354,1,0.581374264,-0.78673197,2.196207413,0
342,1005,Baseline,3,115,High Prob,2,3,1,0.3881107,1,0.4,Correct,355,1,0.553885676,-0.946464671,2.576584464,0
343,1005,Baseline,3,117,Low Prob,1,2,4,0.4294984,4,0.6,Correct,357,1,0.581374264,-0.845137263,2.328297381,0
344,1005,Baseline,3,118,Low Prob,2,4,3,0.3755902,3,0.5,Correct,358,1,0.581374264,-0.979256624,2.662476284,0
345,1005,Baseline,3,119,High Prob,4,3,2,0.3076534,2,0.5,Correct,359,1,0.553885676,-1.178781454,3.250411014,0
346,1005,Baseline,3,120,High Prob,3,2,4,0.3823455,4,0.2,Correct,360,1,0.553885676,-0.961430629,2.615435516,0
347,1005,Baseline,4,1,High Prob,2,3,1,0.315492,1,0.45,Correct,361,1,0.553885676,-1.153621954,3.169652479,0
348,1005,Baseline,4,2,Low Prob,3,1,4,0.3655477,4,0.4,Correct,362,1,0.581374264,-1.006358502,2.735621097,0
349,1005,Baseline,4,3,High Prob,1,4,3,0.4174954,3,0.3,Correct,363,1,0.553885676,-0.873481753,2.395235971,0
350,1005,Baseline,4,4,High Prob,4,3,2,0.2735541,2,0.35,Correct,364,1,0.553885676,-1.29625587,3.655584033,0
351,1005,Baseline,4,5,High Prob,3,2,4,0.3116539,4,0.35,Correct,365,1,0.553885676,-1.165862002,3.208687586,0
352,1005,Baseline,4,6,High Prob,2,4,1,0.3543479,1,0.2,Correct,366,1,0.553885676,-1.03747608,2.822085301,0
353,1005,Baseline,4,7,High Prob,4,1,3,0.2730681,3,0.45,Correct,367,1,0.553885676,-1.298034064,3.662090153,0
354,1005,Baseline,4,8,High Prob,1,3,4,0.3891222,4,0.4,Correct,368,1,0.553885676,-0.943861846,2.569886786,0
355,1005,Baseline,4,9,High Prob,3,4,2,0.4104486,2,0.25,Correct,369,1,0.553885676,-0.890504571,2.436358657,0
356,1005,Baseline,4,10,High Prob,4,2,3,0.3592161,3,0.45,Correct,370,1,0.553885676,-1.023831122,2.783839588,0
357,1005,Baseline,4,11,High Prob,2,3,1,0.3499594,1,0.25,Correct,371,1,0.553885676,-1.049938131,2.857474324,0
358,1005,Baseline,4,12,High Prob,3,1,2,0.3466449,2,0.5,Correct,372,1,0.553885676,-1.059454366,2.884796517,0
359,1005,Baseline,4,13,High Prob,1,2,1,0.4000201,1,0.3,Correct,373,1,0.553885676,-0.916240483,2.499874381,0
360,1005,Baseline,4,14,Low Prob,2,1,3,0.3487599,3,0.45,Correct,374,1,0.581374264,-1.053371559,2.867302118,0
361,1005,Baseline,4,15,High Prob,1,3,4,0.2914536,4,0.25,Correct,375,1,0.553885676,-1.232874463,3.43107788,0
362,1005,Baseline,4,16,High Prob,3,4,2,0.3408286,2,0.45,Correct,376,1,0.553885676,-1.076375567,2.934026076,0
363,1005,Baseline,4,17,High Prob,4,2,3,0.4042124,3,0.45,Correct,377,1,0.553885676,-0.905814797,2.473946866,0
364,1005,Baseline,4,18,Low Prob,2,3,4,0.4429369,4,0.2,Correct,378,1,0.581374264,-0.814327957,2.257657919,0
365,1005,Baseline,4,19,High Prob,3,4,2,0.2783237,1,0.45,Wrong,379,0,0.461059365,-1.278970454,3.592938726,1
366,1005,Baseline,4,20,High Prob,4,2,3,0.5003934,3,0.55,Correct,380,1,0.553885676,-0.69236069,1.998427637,0
367,1005,Baseline,4,21,High Prob,2,3,1,0.3711103,1,0.3,Correct,381,1,0.553885676,-0.991255956,2.694616668,0
368,1005,Baseline,4,22,High Prob,3,1,2,0.3951226,2,0.2,Correct,382,1,0.553885676,-0.928559182,2.530860042,0
369,1005,Baseline,4,23,High Prob,1,2,1,0.3965105,1,0.35,Correct,383,1,0.553885676,-0.925052757,2.522001309,0
370,1005,Baseline,4,24,High Prob,2,1,4,0.3499048,4,0.35,Correct,384,1,0.553885676,-1.050094161,2.857920211,0
371,1005,Baseline,4,25,High Prob,1,4,3,0.3666298,3,0.4,Correct,385,1,0.553885676,-1.003402659,2.72754697,0
372,1005,Baseline,4,26,High Prob,4,3,2,0.3206787,2,0.35,Correct,386,1,0.553885676,-1.137315592,3.118386098,0
373,1005,Baseline,4,27,High Prob,3,2,4,0.338723,4,0.4,Correct,387,1,0.553885676,-1.082572615,2.95226483,0
374,1005,Baseline,4,28,High Prob,2,4,1,0.5081053,1,0.6,Correct,388,1,0.553885676,-0.677066569,1.968095983,0
375,1005,Baseline,4,29,High Prob,4,1,3,0.534819,3,0.4,Correct,389,1,0.553885676,-0.625826907,1.869791462,0
376,1005,Baseline,4,30,High Prob,1,3,4,0.3702537,4,0.35,Correct,390,1,0.553885676,-0.993566833,2.700850795,0
377,1005,Baseline,4,31,High Prob,3,4,2,0.3362886,2,0.45,Correct,391,1,0.553885676,-1.089785559,2.973636335,0
378,1005,Baseline,4,32,High Prob,4,2,3,0.37969,3,0.55,Correct,392,1,0.553885676,-0.968400149,2.633727515,0
379,1005,Baseline,4,33,High Prob,2,3,1,0.353728,1,0.25,Correct,393,1,0.553885676,-1.039227023,2.827030939,0
380,1005,Baseline,4,34,High Prob,3,1,2,0.4704397,2,0.3,Correct,394,1,0.553885676,-0.75408749,2.125670941,0
381,1005,Baseline,4,35,High Prob,1,2,1,0.3784989,1,0.6,Correct,395,1,0.553885676,-0.971542112,2.642015604,0
382,1005,Baseline,4,36,High Prob,2,1,4,0.4365585,4,0.55,Correct,396,1,0.553885676,-0.828832892,2.290643751,0
383,1005,Baseline,4,37,High Prob,1,4,3,0.4199372,3,0.35,Correct,397,1,0.553885676,-0.867650103,2.381308443,0
384,1005,Baseline,4,38,Low Prob,4,3,1,0.3579967,1,0.3,Correct,398,1,0.581374264,-1.027231511,2.793321838,0
385,1005,Baseline,4,39,High Prob,3,1,2,0.308733,2,0.45,Correct,399,1,0.553885676,-1.175278453,3.239044741,0
386,1005,Baseline,4,40,High Prob,1,2,1,0.3994068,1,0.6,Correct,400,1,0.553885676,-0.917774833,2.503713006,0
387,1005,Baseline,4,41,High Prob,2,1,4,0.4341548,4,0.3,Correct,401,1,0.553885676,-0.834354126,2.30332591,0
388,1005,Baseline,4,42,High Prob,1,4,3,0.3916094,3,0.6,Correct,402,1,0.553885676,-0.937490365,2.553564853,0
389,1005,Baseline,4,43,High Prob,4,3,2,0.2889659,2,0.55,Correct,403,1,0.553885676,-1.241446591,3.460615941,0
390,1005,Baseline,4,44,High Prob,3,2,4,0.3742955,4,0.35,Correct,404,1,0.553885676,-0.982709687,2.671685874,0
391,1005,Baseline,4,45,High Prob,2,4,1,0.3164111,1,0.25,Correct,405,1,0.553885676,-1.150712962,3.160445383,0
392,1005,Baseline,4,46,High Prob,4,1,3,0.2864645,3,0.4,Correct,406,1,0.553885676,-1.25014066,3.490833943,0
393,1005,Baseline,4,47,High Prob,1,3,4,0.3618408,4,0.6,Correct,407,1,0.553885676,-1.016550943,2.763646333,0
394,1005,Baseline,4,48,High Prob,3,4,2,0.3185396,2,0.3,Correct,408,1,0.553885676,-1.144008479,3.139327104,0
395,1005,Baseline,4,49,High Prob,4,2,3,0.4725937,3,0.6,Correct,409,1,0.553885676,-0.749519245,2.115982503,0
396,1005,Baseline,4,50,High Prob,2,3,1,0.2767169,1,0.4,Correct,410,1,0.553885676,-1.284760317,3.613801687,0
397,1005,Baseline,4,51,High Prob,3,1,2,0.4326645,2,0.2,Correct,411,1,0.553885676,-0.837792678,2.311259648,0
398,1005,Baseline,4,52,High Prob,1,2,1,0.3600735,1,0.55,Correct,412,1,0.553885676,-1.021447102,2.777210764,0
399,1005,Baseline,4,53,High Prob,2,1,4,0.3388099,4,0.55,Correct,413,1,0.553885676,-1.082316096,2.951507615,0
400,1005,Baseline,4,54,High Prob,1,4,3,0.2781574,3,0.35,Correct,414,1,0.553885676,-1.279568138,3.595086811,0
401,1005,Baseline,4,55,High Prob,4,3,2,0.3462893,2,0.4,Correct,415,1,0.553885676,-1.060480726,2.887758877,0
402,1005,Baseline,4,56,High Prob,3,2,4,0.3495943,4,0.35,Correct,416,1,0.553885676,-1.05098194,2.860458537,0
403,1005,Baseline,4,57,High Prob,2,4,1,0.3103252,1,0.2,Correct,417,1,0.553885676,-1.170134499,3.222426023,0
404,1005,Baseline,4,58,High Prob,4,1,3,0.2490386,3,0.4,Correct,418,1,0.553885676,-1.390147374,4.015441783,0
405,1005,Baseline,4,59,High Prob,1,3,4,0.3517456,4,0.35,Correct,419,1,0.553885676,-1.044847092,2.842963778,0
406,1005,Baseline,4,60,High Prob,3,4,2,0.38845,2,0.3,Correct,420,1,0.553885676,-0.945590818,2.574333891,0
407,1005,Baseline,4,61,High Prob,4,2,3,0.4278475,3,0.6,Correct,421,1,0.553885676,-0.848988455,2.337281391,0
408,1005,Baseline,4,62,High Prob,2,3,1,0.3259672,1,0.5,Correct,422,1,0.553885676,-1.120958516,3.067793324,0
409,1005,Baseline,4,63,High Prob,3,1,2,0.3339567,2,0.25,Correct,423,1,0.553885676,-1.096743935,2.994400172,0
410,1005,Baseline,4,64,Low Prob,1,2,4,0.3833374,4,0.4,Correct,424,1,0.581374264,-0.958839738,2.608667978,0
411,1005,Baseline,4,65,High Prob,2,4,1,0.4647188,1,0.35,Correct,425,1,0.553885676,-0.766322788,2.151838919,0
412,1005,Baseline,4,66,High Prob,4,1,3,0.2907618,3,0.25,Correct,426,1,0.553885676,-1.235250904,3.439241331,0
413,1005,Baseline,4,67,Low Prob,1,3,2,0.3281448,2,0.35,Correct,427,1,0.581374264,-1.114300305,3.047435157,0
414,1005,Baseline,4,68,High Prob,3,2,4,0.3022477,4,0.3,Correct,428,1,0.553885676,-1.196508399,3.308544614,0
415,1005,Baseline,4,69,High Prob,2,4,1,0.2809048,2,0.6,Wrong,429,0,0.461059365,-1.269739457,3.559924928,1
